Story Title,Author Name,Published Date,State,Theme,Story ID,Status,Deleted
New dawn in society: Shubham,India Story Project,2026-07-29 07:56:49,Bihar,Culture,f0e56114-fe97-4a9b-8743-84a3395a21ed,Published,No
new light to buds,India Story Project,2026-07-29 07:51:24,Gujarat,Culture,b1f3c7a2-1de6-4921-b38d-f5ac6291c7f1,Published,No
new path made from sand,India Story Project,2026-07-29 07:41:41,Gujarat,Festivals,22516e84-214c-44a7-894c-4653c4d922f2,Published,No
New story of women power,India Story Project,2026-07-29 07:35:48,Madhya Pradesh,Environment,753a3cec-6fe2-4f25-b272-e159e00f7834,Published,No
New beginning of the fund,India Story Project,2026-07-29 07:31:22,Gujarat,Culture,5d57016b-e416-4d8f-85be-5ea962cc0f2d,Published,No
World champion again,India Story Project,2026-07-29 07:27:16,Haryana,History,17142fc1-90a6-4b67-9f2a-a2542d7442a9,Published,No
No obstacle is big enough,India Story Project,2026-07-29 07:21:37,Maharashtra,Food,5033ff6f-f0ac-4d34-a781-cc6943002156,Published,No
On a van life to experience India closely,India Story Project,2026-07-29 07:15:49,Delhi,Food,75cbd3c1-abd6-48c7-9252-5c2aa2813baf,Published,No
Outsmarting fate to create many destinies,India Story Project,2026-07-28 09:39:48,Bihar,Technology,5d37e588-8ed9-41fa-89cf-b8d32513935e,Published,No
"Overcoming Hurdles, Creating New Path",India Story Project,2026-07-28 09:35:59,Kerala,Technology,a293404d-b07b-4157-aadf-517438f5afe2,Published,No
Chandauli's Pad Woman,India Story Project,2026-07-28 09:28:55,Uttar Pradesh,Environment,d8445817-38a5-4845-b4c9-c97885731b61,Published,No
Patriotism awakened by the parade,India Story Project,2026-07-28 09:10:17,Chhattisgarh,History,78b5b325-8c14-4aad-983e-e174893fdfa0,Published,No
The nose is alive in every smile,India Story Project,2026-07-28 09:03:54,Haryana,Heritage,56f6d597-f6e6-43d8-b56f-595dc8ed20d4,Published,No
path of change swami policeman,India Story Project,2026-07-28 08:59:06,Madhya Pradesh,Heritage,d7efa980-6d4a-4013-b6b7-4fb58a851d8b,Published,No
Pooja is showing the path of change to women,India Story Project,2026-07-28 08:47:07,Bihar,Culture,0d38a151-f05f-47d1-bc3c-e2e02fdd316d,Published,No
Poonam's step towards change,India Story Project,2026-07-28 08:40:51,Jammu and Kashmir,Heritage,1bd7d0ce-117c-4754-a535-d244152e37cc,Published,No
Pothole Dada: A Powerful Personality,India Story Project,2026-07-28 08:30:30,Maharashtra,Environment,6d5e9435-e840-457a-aa65-33a903ae4a3c,Published,No
Power of women coming together for a cause,India Story Project,2026-07-28 08:23:29,Maharashtra,Heritage,3a3dd89a-f716-4a99-9c6a-fac15a3f9465,Published,No
Prem bags wings to dreams,India Story Project,2026-07-28 08:18:48,Assam,Culture,8fc6fd47-29ba-4faf-858e-3fb52a0c6870,Published,No
Preserver of Indian folk,India Story Project,2026-07-28 08:12:25,West Bengal,Heritage,ba06344c-a35e-47e0-8aa5-335a2c031a3e,Published,No
"Probably, paradise is in unconditional love",India Story Project,2026-07-28 08:07:59,Karnataka,Science,c24b4ce2-e211-42e5-8541-9a4be2be7838,Published,No
Professor Alok Sagar: Surprising but true,India Story Project,2026-07-28 08:04:30,Madhya Pradesh,Spirituality,933aaf0a-a7dd-4b85-9983-e377eb8ba9ca,Published,No
Stork Sister who saves the stork from trouble,India Story Project,2026-07-28 07:39:44,Assam,Heritage,bdf43bac-7327-45eb-97b0-6cb3f310a932,Published,No
Pushing boundaries in agriculture with social media,India Story Project,2026-07-28 07:34:52,Maharashtra,Science,5db87d26-1338-4aa3-9ef4-adcc53483b7a,Published,No
Radio Characters: A New Hope,India Story Project,2026-07-28 07:29:19,Rajasthan,Spirituality,609a7c62-7cec-4bab-9594-d8995d1f3c98,Published,No
Rahul giving the message of return from nature,India Story Project,2026-07-28 07:23:53,Gujarat,Heritage,7be3c1cf-1912-417b-ac6b-00aa9bcd6eb3,Published,No
Rajenchay: Roshan Roshan is unemployed,India Story Project,2026-07-28 07:15:51,Bihar,Culture,1e7246fa-e7ab-40f6-b13d-76406863adfe,Published,No
Ramveer is the restaurant in Shiksha Sadhana,India Story Project,2026-07-26 19:28:41,Haryana,History,eee6ca9a-6baf-4e17-90be-7e50b17028f6,Published,No
Ramveer's water meditation,India Story Project,2026-07-26 19:20:04,Haryana,Heritage,0064e400-f332-4b3f-9adc-2aec711dcc08,Published,No
Riya's new place in Ranchi,India Story Project,2026-07-26 19:11:31,Jharkhand,Heritage,4d2c92ea-2bdd-4357-af13-c7a77aa9c53f,Published,No
Rearing donkeys as a business start-up,India Story Project,2026-07-26 18:56:29,Goa,Science,9f598840-335a-4c06-83b4-3cfb0d395237,Published,No
Recharging young lives with theatre,India Story Project,2026-07-26 18:51:05,Goa,Science,d3719031-d1e9-4fd6-9e27-984fa044ae92,Published,No
Redefining paediatric cancer care,India Story Project,2026-07-26 18:40:14,Andhra Pradesh,Science,047c13df-d26e-41fd-95f5-728b0da394fa,Published,No
Village to village development option and village to village development option,India Story Project,2026-07-26 18:36:19,Gujarat,Heritage,63324817-290e-47a6-94e8-d1f0e8ae1033,Published,No
Restoring traditions for the future generation,India Story Project,2026-07-26 18:30:06,Goa,Heritage,a8a12d7d-b792-4ae5-89f8-9625f7ebde5e,Published,No
Retrieving the lost legacy,India Story Project,2026-07-26 18:23:43,Uttarakhand,Heritage,727864f2-17e6-404b-a903-3b2301deb522,Published,No
Reviving Ajrakh Art,India Story Project,2026-07-26 18:17:29,Gujarat,Heritage,3306d7f2-6bff-4b21-8a31-aa37a0468c34,Published,No
Reviving ponds and lives,India Story Project,2026-07-26 18:12:25,Uttar Pradesh,Food,fb2d3d29-edd6-43de-a6a4-4092277fd8c0,Published,No
Reviving traditional water trenches in Kerala to avoid flood,India Story Project,2026-07-26 18:06:11,Kerala,Food,3dea28e8-90a8-4a7f-b8b1-3fd6a6e104e9,Published,No
struggle path of samyak,India Story Project,2026-07-26 17:59:46,Maharashtra,Science,ab67b946-9995-4af2-8750-dc3dddf78255,Published,No
"From struggle to peak, Rinku Gallery",India Story Project,2026-07-26 17:53:48,Haryana,Food,8254ae68-198b-4302-b533-a0906aa27684,Published,No
"Father was Kunal Delivery, son became cricket star",India Story Project,2026-07-26 17:47:43,Punjab,Environment,1bfa7f7d-a21d-4958-9514-e9ffcbd6bafa,Published,No
Role model for generations,India Story Project,2026-07-26 17:36:16,Tamil Nadu,Food,23879fbc-4510-4046-825c-dc3e53255908,Published,No
"clay art, clay art",India Story Project,2026-07-26 17:26:23,Bihar,Festivals,1ed5ee40-92e3-4927-bad0-cb783d60f98e,Published,No
sex phone sisters with relation,India Story Project,2026-07-26 11:58:54,West Bengal,Culture,971ae62e-d746-48ef-9349-7288cb514ec6,Published,No
Sarita's resolution path,India Story Project,2026-07-26 11:50:32,Bihar,History,7ec99f9e-cdcb-40c4-a60d-987a86c3034a,Published,No
Saving land from pesticides,India Story Project,2026-07-26 11:44:39,Assam,Food,f3efbdff-6ee1-4391-a2c1-d991d1fcc28b,Published,No
Saving Lives on Road,India Story Project,2026-07-26 11:37:44,Bihar,Art,352f58f4-35f1-4a68-970f-582f4bf25354,Published,No
Savita is the name of courage,India Story Project,2026-07-26 11:28:02,Arunachal Pradesh,Environment,144fe9e7-9c6c-4309-8a45-275f3d2ce857,Published,No
silk sculpture,India Story Project,2026-07-26 11:21:31,Gujarat,Food,ba0013ac-54c2-4fa6-9ec0-fc169280965c,Published,No
trust life innings,India Story Project,2026-07-26 11:15:10,Himachal Pradesh,Heritage,1c7d1368-eca4-4dae-84ad-8915110996b9,Published,No
warrior farmer of unrighteousness,India Story Project,2026-07-26 11:07:48,Delhi,Food,d9ce1c4d-5086-409d-bff7-9686872e3eb0,Published,No
She's taking a nap with a ticket to trouble,India Story Project,2026-07-26 10:59:27,Maharashtra,Art,d176f4b2-5f2b-4f0d-920b-c9632a05269c,Published,No
live education cool,India Story Project,2026-07-26 10:51:04,Gujarat,Environment,b196538b-79ec-472a-acf8-b87b31bebf24,Published,No
Shining light in the diaspora,India Story Project,2026-07-26 10:46:02,Gujarat,Culture,cba044bd-61cc-42ab-9a9d-f31dd6d4c5a1,Published,No
Sikki artist's diamond-Madhubani's Meera,India Story Project,2026-07-26 10:23:19,Bihar,Culture,d8a4f6c0-1cd8-4477-9c2f-3d05d60b165d,Published,No
Snake man whom Prince Charles came down to meet,India Story Project,2026-07-26 10:18:13,Kerala,Heritage,11311773-d5d5-4336-ac72-3859d5ee9ad9,Published,No
Youth who give life to water sources,India Story Project,2026-07-26 10:13:15,Gujarat,Heritage,078deff7-9a21-44ac-bff3-8acb4aada737,Published,No
Social empowerment with self-reliance,India Story Project,2026-07-26 10:09:12,Uttar Pradesh,Architecture,fc2deac0-b56f-4615-adc7-026587048400,Published,No
Son of Walur,India Story Project,2026-07-26 09:59:01,Jammu and Kashmir,Technology,3ef4204d-b8a2-4f31-8596-44a3b5906c88,Published,No
"Sooraj, a new dawn of hope",India Story Project,2026-07-26 09:13:20,Maharashtra,Food,856daef9-b5ec-4c18-8332-f2eb23802ddd,Published,No
Creating value from trash,India Story Project,2026-07-26 08:58:55,Maharashtra,Science,8485772f-5498-4728-a48c-7b2b9514707d,Published,No
Showing the natural way,India Story Project,2026-07-26 08:47:33,Chhattisgarh,Heritage,869a78d4-0922-4f13-89d1-9cb988f19602,Published,No
awakener of education,India Story Project,2026-07-26 08:41:00,Madhya Pradesh,Science,e4e75561-0361-4b09-a788-0b7d72b2edad,Published,No
Speaking out loud and clear for transgenders,India Story Project,2026-07-26 08:37:15,Assam,Science,ba6e000c-b7f1-42be-8010-5f51f5e62001,Published,No
Spreading Khushiyan unlimited,India Story Project,2026-07-25 08:49:51,Delhi,Food,9fe7416c-d00c-4309-9330-d0cd85138c6e,Published,No
Spreading the light of education,India Story Project,2026-07-25 08:44:20,Karnataka,Spirituality,230b5cd8-e2c1-4426-be26-c11e10f727a2,Published,No
Standing up for victimised men,India Story Project,2026-07-25 08:35:24,Delhi,Spirituality,48d3cbc7-9e33-452b-80b4-f55ee3978a47,Published,No
Standing with the community,India Story Project,2026-07-25 08:27:47,Uttar Pradesh,Technology,0a3d411f-7a7f-44b8-ba85-8651a1266cc8,Published,No
steps towards nature,India Story Project,2026-07-25 08:18:36,Gujarat,Science,6f04dd50-406d-4e1e-94f4-f8c325450e6a,Published,No
Striving to save water for future,India Story Project,2026-07-25 07:41:26,Gujarat,Heritage,16f56b18-4951-491f-8f60-335d7198772e,Published,No
Studying Soil Stability,India Story Project,2026-07-25 07:36:18,Arunachal Pradesh,Architecture,39a779a1-03fd-442c-9217-b5a9b1f8119d,Published,No
Success with Perseverance,India Story Project,2026-07-25 07:15:57,Delhi,Spirituality,ede0769c-9007-4c01-a0df-8387db8ae8da,Published,No
Country's Super Grandmother,India Story Project,2026-07-25 07:10:59,Delhi,History,2d675123-ea9f-4ec8-abeb-01f17a44d123,Published,No
"Lost a Leg in an Accident, But Never Lost His Determination",India Story Project,2026-07-24 12:41:06,Gujarat,Art,6153491f-17d1-4bf7-883c-93ab5623b359,Published,No
"Lost an Arm and a Leg in an Accident, Cleared the UPSC and Became an Inspiration",India Story Project,2026-07-24 12:39:17,Uttar Pradesh,Science,df772096-efd0-4c47-afdb-62a0f7909990,Published,No
The Champion Who Turned Defeat into Victory,India Story Project,2026-07-24 12:38:12,Bihar,Innovation,3cc3ce9f-c24f-486b-818c-4e3834a99f57,Published,No
A Story of Never Giving Up,India Story Project,2026-07-24 12:35:34,Maharashtra,History,86cfca92-2628-42fb-8874-6e73a74fb153,Published,No
The Art of Turning Defeat into Victory,India Story Project,2026-07-24 12:33:09,Nagaland,Spirituality,c7e96058-1b74-43f8-a45c-40bcd38c7e72,Published,No
Humans of Bhopal,India Story Project,2026-07-24 12:30:10,Mizoram,Spirituality,d1b92454-5086-4fc1-bb85-b3f73d9168a3,Published,No
Water revolution of Surdi village,India Story Project,2026-07-24 09:46:58,Maharashtra,Technology,7e01d8c5-4460-4ecc-95ba-54f09d8a77c3,Published,No
flag of women power,India Story Project,2026-07-24 09:41:37,Maharashtra,Technology,57349640-794d-4d32-a096-daa2b9247a2d,Published,No
Swapnil Soni: The Monkey Man,India Story Project,2026-07-24 09:32:21,Bihar,Wildlife,4dc77ae5-5c8d-4790-8f1c-61ef0c98b687,Published,No
Taking to the skies,India Story Project,2026-07-24 09:28:38,Andhra Pradesh,Heritage,6b77bafc-d63a-468c-b314-750f246950ab,Published,No
Taming the Monkey Menace,India Story Project,2026-07-24 09:18:14,Haryana,Architecture,bf3a0eb2-f356-466b-a201-c314b3cf314a,Published,No
Amazing beyond reality,India Story Project,2026-07-24 09:14:01,Madhya Pradesh,Spirituality,8853732a-bd4d-47b2-a72e-bf8336380275,Published,No
Baga painter Maharathi Jodhiya,India Story Project,2026-07-24 09:09:28,Gujarat,Culture,bd12bf29-a0dc-45a8-9e99-e3b8df7e00f2,Published,No
"The biggest disease, are virtuous people",India Story Project,2026-07-24 09:02:04,Delhi,Art,bfe9a408-417a-4821-9cc9-d95ba0bdb6a6,Published,No
Education is the basis of change in society – Sagarat Rai,India Story Project,2026-07-24 08:55:14,Uttar Pradesh,Culture,b67afdde-df8c-4873-b431-91e4e11aa856,Published,No
The birdman of Chennai,India Story Project,2026-07-24 08:50:48,Tamil Nadu,Wildlife,b1858c60-5b89-479d-a822-5bd07eb1c65f,Published,No
​The Folk Star of India,India Story Project,2026-07-24 08:46:31,Rajasthan,Culture,17d87e09-c5a0-4f95-91be-4b1e86fe7f3e,Published,No
The fruit breeder of Malihabad,India Story Project,2026-07-24 08:42:12,Uttar Pradesh,Food,d5b2fa96-4054-49e1-911d-848e092d870a,Published,No
The golden girl who inspires fellow women,India Story Project,2026-07-24 08:33:30,Uttar Pradesh,Environment,c097d4d2-93ea-4f1d-b93e-2ca6ca9d3ba9,Published,No
The Guardian of Jungle,India Story Project,2026-07-24 08:24:26,Jharkhand,Technology,c79f2216-21b9-4a6d-9331-918744546152,Published,No
The Echo of Education in the Lives of Marginalized Children,India Story Project,2026-07-24 08:13:36,Chhattisgarh,Heritage,7253f34d-b11f-4f83-8d51-ab996a887f4e,Published,No
The innovative teacher from Kashmir,India Story Project,2026-07-24 08:08:18,Jammu and Kashmir,Architecture,5396e1f5-909c-4884-a13d-5d29c11651eb,Published,No
The Ladakh farmer turns teacher to the world,India Story Project,2026-07-24 08:03:58,Goa,Food,6a48f01e-3c8d-4e53-a1cd-56372e70c353,Published,No
The lady artisan creating livelihood,India Story Project,2026-07-24 07:58:30,Rajasthan,Architecture,2558b050-0e9e-4dd9-bebc-94713cb7f2d3,Published,No
The land of civil disobedience set to bloom again,India Story Project,2026-07-24 07:53:59,Bihar,Heritage,53d3cf01-5d48-48c3-b1b4-1defde5e44f1,Published,No
The earth will be healthy only when the forest is green.,India Story Project,2026-07-24 07:49:35,Assam,Food,47ed685c-26a3-4127-a0c2-b3c093484aef,Published,No
The man who planted a forest,India Story Project,2026-07-24 07:45:02,Assam,Food,7ef7b2a7-1442-4da6-ae8a-30e8947f3480,Published,No
the forest that grew in the desert,India Story Project,2026-07-24 07:38:54,Rajasthan,Food,610440da-1097-40a5-97bc-e0f659cfdc2f,Published,No
The protectors of endangered avian friends,India Story Project,2026-07-24 07:33:44,Assam,Technology,b5123447-532f-43dd-a7ce-03877c858f14,Published,No
The real 'hero' of society,India Story Project,2026-07-24 07:29:25,West Bengal,Food,fbcfa181-bbf1-4223-8b4d-fb6cd715d507,Published,No
The richness of simplicity,India Story Project,2026-07-24 07:23:43,Odisha,Food,e1e78736-b668-4904-9f4c-cde25da343b7,Published,No
The school under the bridge,India Story Project,2026-07-24 07:18:47,Delhi,Science,4f6ff4d4-00f1-4622-be0b-e780be6623ed,Published,No
Danger of making waste a wonder,India Story Project,2026-07-24 07:15:15,Tripura,Food,cce77753-cc5a-4641-8004-a4deb4d766bf,Published,No
The Spirit of Never Giving Up,India Story Project,2026-07-24 07:11:33,Assam,Environment,e53adf17-fd2f-4abc-adb6-6a309af3be7b,Published,No
The Teacher Billionaire,India Story Project,2026-07-24 07:07:23,Uttar Pradesh,Technology,240a976e-c73b-468a-be02-d04efd52cc09,Published,No
The spirit of victory by defeating difficulties,India Story Project,2026-07-24 07:02:29,Madhya Pradesh,Environment,187248c3-9366-4bbb-96fa-15a069d28cbb,Published,No
The world knows and angina,India Story Project,2026-07-24 06:59:04,Karnataka,Spirituality,d7f6eb97-6ebf-48d1-a35e-d8959987ac3e,Published,No
They went away and settled in the forest.,India Story Project,2026-07-24 06:56:02,Assam,Environment,99f5793e-47b1-456a-b650-e97b8b7e42fb,Published,No
Tiffany: A glimpse of light in the darkness,India Story Project,2026-07-24 06:52:39,Assam,Art,8d6e795b-49b6-4465-894d-2b41b44a360b,Published,No
Toilets need not be dirty,India Story Project,2026-07-24 06:48:20,Andhra Pradesh,Technology,2105c310-3962-4894-bb72-670cd37fbbf4,Published,No
Transformational Yoga experience of a kid,India Story Project,2026-07-24 06:38:14,Karnataka,Culture,07568b3e-3fd0-42bc-b1ab-fc927c324e80,Published,No
Transforming parched villages,India Story Project,2026-07-24 06:35:12,Maharashtra,Food,65367abf-74e9-428d-9428-9a1fa73dfdd0,Published,No
A true soldier who follows the path of truth,India Story Project,2026-07-24 06:27:32,Uttar Pradesh,Art,0275b57c-6efe-4caf-9008-ba5b90eee6bb,Published,No
An Effort to Live in Harmony with Nature,India Story Project,2026-07-23 18:22:56,Telangana,Science,23ec6713-e621-4e8c-8115-976e0af73f4c,Published,No
trying to keep the mind healthy,India Story Project,2026-07-23 17:59:39,Tamil Nadu,Science,732319f0-c6c4-426d-b866-2fa588f3f6b1,Published,No
Effort to give new form to education,India Story Project,2026-07-23 17:37:13,Bihar,Spirituality,7348b153-7ec8-491f-9eea-35076c579a4a,Published,No
Understanding the Sun,India Story Project,2026-07-23 17:24:59,Assam,Science,ccec9e63-6a30-4cd0-b68e-f37b78c20abf,Published,No
Half one Guruji,India Story Project,2026-07-23 17:21:24,Uttar Pradesh,Science,ee8f1b3b-2cf2-407b-80ee-d3c6df478e50,Published,No
Uplifting lives with her astrology skills,India Story Project,2026-07-23 17:17:46,Delhi,Science,cbe24236-cf5d-405c-98ea-42662a98a659,Published,No
Vertigo healing made easier and cheaper,India Story Project,2026-07-23 17:06:30,Karnataka,History,9acda6ca-7752-4dd8-bc20-5a5be738c8fa,Published,No
Voices echo in the listener’s smile,India Story Project,2026-07-23 16:27:29,Delhi,Science,d3b7f0ba-467f-4199-9d90-828d2077620a,Published,No
efforts to green the earth,India Story Project,2026-07-23 16:22:05,Bihar,Spirituality,26d27c1d-0c73-46ba-87bd-855268eb1f32,Published,No
The question of the mountain from the tree and the pond,India Story Project,2026-07-23 16:17:27,Uttarakhand,Heritage,762ba6e9-59c4-4ea9-8543-eb094d2b7d47,Published,No
wake up wake up,India Story Project,2026-07-23 15:57:48,Uttar Pradesh,Architecture,bbf7f650-3643-4a0f-98e1-a16dcb0181ba,Published,No
Walking along the rivers,India Story Project,2026-07-23 15:50:55,Madhya Pradesh,Heritage,2c31216d-2353-4d77-8313-8b006439de65,Published,No
Waterpreneur with a difference,India Story Project,2026-07-23 15:37:43,Goa,Heritage,138ec1d0-ab0b-4214-9870-0d11639ea5f7,Published,No
"Who says the sky can't be bright, just throw a stone at the idiot.",India Story Project,2026-07-23 15:32:50,Delhi,Wildlife,72593ff5-18a1-4113-828c-c48a3636389e,Published,No
Winning Back Life Emphatically,India Story Project,2026-07-23 15:17:45,Haryana,Science,3e2eb929-d375-4167-a876-92f189eb33c7,Published,No
Winning glory with family tradition,India Story Project,2026-07-23 15:13:13,Karnataka,Heritage,07c5f6ba-24f8-4b51-8caf-7972aecab893,Published,No
Wonder woman of India,India Story Project,2026-07-22 12:04:21,Delhi,Festivals,53211a5e-8deb-434c-a24f-5e0b8b414187,Published,No
The world recognized the strength of friends,India Story Project,2026-07-22 11:49:35,Kerala,Technology,43fffd76-9d88-4214-9719-89f21c8cef3a,Published,No
Success That Inspires Others,India Story Project,2026-07-21 15:51:31,Bihar,Science,4b9191f3-a4bc-4aa5-983c-89c50f221f5d,Published,No
Story of Two Sisters,India Story Project,2026-07-21 15:47:57,Madhya Pradesh,Food,43259b5b-7a46-4960-8f56-f9df74a0ffc1,Published,No
The Story of Karmveer,India Story Project,2026-07-21 15:44:51,Uttarakhand,Heritage,ecad70f4-16fc-46d8-9d78-9aeac92f8edc,Published,No
Words of Struggle,India Story Project,2026-07-20 15:17:58,Kerala,Technology,9fbba655-96bc-44b8-bf52-0fba13dea128,Published,No
Working towards equality for all,India Story Project,2026-07-20 15:13:57,Assam,Food,4950847a-b954-4dbb-b664-6eeb91b559bd,Published,No
World’s first female amputee Everest climber,India Story Project,2026-07-20 15:09:08,Uttar Pradesh,Technology,9a1f87d8-ffb3-443b-87d6-9631bd6b2157,Published,No
You have enough. You are enough,India Story Project,2026-07-20 15:00:01,Bihar,Food,dedb58c2-fb9d-4805-8a1c-40f5f0c5499f,Published,No
Young climate champion from Meerut,India Story Project,2026-07-20 14:55:08,Uttar Pradesh,Technology,7787f473-5750-4737-babf-137c911f083a,Published,No
Young Biofertilizer Scientist,India Story Project,2026-07-20 14:51:46,Arunachal Pradesh,Food,45278839-0360-4d1a-a9b8-e4dc741a1fd4,Published,No
Young grassroot innovator,India Story Project,2026-07-20 14:46:01,Tamil Nadu,Architecture,1228a32b-ede9-4116-a5e4-34d8535e2316,Published,No
Water Champion of Gujarat,India Story Project,2026-07-20 14:40:57,Gujarat,Food,745ab807-f0ba-43eb-8e50-dc843af7ad44,Published,No
A street child who is educating kids,India Story Project,2026-07-20 13:47:41,Delhi,Heritage,9b278624-8e14-4bf4-8d74-c300f05dcb90,Published,No
A passion inspired by his profession,India Story Project,2026-07-20 13:46:26,Kerala,Heritage,6a646b61-14e8-47d3-bac8-4b4462d62ccf,Published,No
A thoughtful business model,India Story Project,2026-07-20 13:36:45,Goa,Heritage,a65d9e61-d61c-4267-b32d-9073ef4bb7a2,Published,No
A true warrior,India Story Project,2026-07-20 13:33:51,Kerala,Heritage,8d2ae13b-0d69-495c-9bb9-0e1dcbf2c952,Published,No
A Voice for the transgender community,India Story Project,2026-07-20 13:31:27,Andhra Pradesh,Heritage,9544425a-ed93-4634-8003-e07283f89904,Published,No
A man who cares for the suffering,India Story Project,2026-07-20 13:30:20,Maharashtra,Heritage,cad09236-ca36-45e2-b8d2-5388db2a2d6c,Published,No
"A special café by special people, especially for you",India Story Project,2026-07-20 13:19:14,Chhattisgarh,Heritage,2d638d83-78ae-4992-a673-1e42912389c2,Published,No
A student rising up for other students,India Story Project,2026-07-20 13:15:03,Uttarakhand,Heritage,77528f4f-ae1f-4933-8be0-43171e0fab5c,Published,No
A radio jockey speaking for the environment,India Story Project,2026-07-20 13:14:12,Madhya Pradesh,Heritage,22ef3c06-69cc-4318-b350-730f213943d7,Published,No
A mother uniting people to fight mental health,India Story Project,2026-07-20 03:47:55,Delhi,Heritage,ffbc227a-41a3-4eae-9b43-cd3c9df56d6a,Published,No
The Doctor Who Became a Messiah,India Story Project,2026-07-20 03:41:14,Arunachal Pradesh,History,8a971291-e518-4760-887f-3f71ce61772e,Published,No
Age Is Just a Number,India Story Project,2026-07-20 03:39:41,Lakshadweep,Heritage,714763b5-d832-4898-8e9d-888bedf6e6c6,Published,No
Winds of Change in Kashmir,India Story Project,2026-07-20 03:37:18,Jammu and Kashmir,Art,7ac191c8-e469-4ebd-8bf4-1309b04faffc,Published,No
"Recognise Ability, Not Disability",India Story Project,2026-07-20 03:35:37,Daman and Diu,Spirituality,8412cc18-f824-494d-93f0-5164f45e3135,Published,No
Kanika's Flight to New Heights,India Story Project,2026-07-20 03:31:45,Delhi,Innovation,5206356b-2e5a-46a3-9f48-12b76f02a2fc,Published,No
Fighting Cancer Through Kathak,India Story Project,2026-07-20 03:30:02,Haryana,Culture,d828167f-22b6-4aa5-a3f2-c20cce72675d,Published,No
Salute to a Sarpanch Like This,India Story Project,2026-07-20 03:28:25,Madhya Pradesh,Architecture,7db96b6b-3501-40e1-aead-6d7f8a82c234,Published,No
The Online Scrap Dealer,India Story Project,2026-07-20 03:26:56,Maharashtra,Heritage,6a93ef3c-ad6d-4bc8-8a45-ff17a37a7214,Published,No
The Fearless Woman Who Calls Snakes Her Friends,India Story Project,2026-07-20 03:23:39,Maharashtra,Heritage,523b6024-891c-4069-9d0f-12c5454b3c93,Published,No
Have You Ever Seen a Zoo Like This?,India Story Project,2026-07-20 03:20:35,Rajasthan,Environment,ee5ca7c3-51b5-4b02-802b-c1923ac7645e,Published,No
The Man Who Brought Historic Stepwells Back to Life: 'Pagal Saab',India Story Project,2026-07-20 03:19:02,Rajasthan,Heritage,d2f572ee-46d7-4451-aab2-c235d79e387a,Published,No
From Avocado: Mexico to Bhopal via Israel,India Story Project,2026-07-20 03:17:19,Arunachal Pradesh,Science,6d384c29-d217-4cf3-a7b4-a822c4c020b0,Published,No
A School Teacher's Agricultural Revolution,India Story Project,2026-07-20 03:15:30,Meghalaya,History,28ce3f59-f60a-463c-88d6-24dbf22ce166,Published,No
A Teacher's Mission for Society,India Story Project,2026-07-20 03:13:30,Uttar Pradesh,History,9819b893-7188-46ec-ba84-59dec0d8867b,Published,No
The Story of a Water Warrior,India Story Project,2026-07-20 03:10:26,Andhra Pradesh,Heritage,bd6e3b80-d8d2-4f57-a69a-4423893d5bc9,Published,No
Once There Was Rangamma,India Story Project,2026-07-20 03:07:25,Delhi,History,737fb409-4bc3-4083-9daa-a5eed531d09b,Published,No
A Journey of Wanderlust Like No Other,India Story Project,2026-07-20 03:04:13,Bihar,Heritage,3640e7e8-c454-4ec6-bec6-6a18be98c965,Published,No
A Village's Forest Conservation Movement,India Story Project,2026-07-20 03:02:11,Madhya Pradesh,Heritage,c7d34312-0c3c-4e00-a5ff-5ea20cf8d735,Published,No
The Making of a Legend,India Story Project,2026-07-20 03:00:24,Chhattisgarh,Heritage,0e293ca0-d46f-4f1a-b19c-5b0bc5531714,Published,No
Zero-waste campaigner,India Story Project,2026-07-17 14:11:08,Andhra Pradesh,Heritage,78800ee9-cd06-4b5a-bb3d-751cf1efaed8,Published,No
An IPS Officer's Fitness Journey,India Story Project,2026-07-17 07:15:39,Madhya Pradesh,Spirituality,bfc360c8-b8ae-4adf-9505-e9b60a30c4d2,Published,No
A Pond of Hopes,India Story Project,2026-07-17 07:11:57,Chhattisgarh,Heritage,390296b7-00bf-4967-845b-bc3cdbea5e9f,Published,No
Uma's Flight,India Story Project,2026-07-17 07:10:31,Arunachal Pradesh,Literature,32720534-b9ce-49ee-a1a2-43e49e9a9c7d,Published,No
Messiah of humanity,India Story Project,2026-07-17 07:09:02,Gujarat,Environment,5b16ecd3-af4f-457c-bef9-b6513bf0c3b2,Published,No
Humans can communicate with animals!,India Story Project,2026-07-17 07:07:33,Goa,Wildlife,030d9d32-07da-45e2-839f-7e5be96d0d61,Published,No
The story of a teacher's duty,India Story Project,2026-07-17 07:05:53,Madhya Pradesh,General,5e6033fb-f60e-41ab-9098-7b9c02c57e05,Published,No
The Engineer Beekeeper,India Story Project,2026-07-17 07:04:03,Andhra Pradesh,Spirituality,24be7b91-c11d-4aff-ad7e-c5b5d4ec3f1c,Published,No
A Confluence of Faith and Social Service,India Story Project,2026-07-17 07:02:32,Gujarat,Heritage,e59696ab-fcdb-4e8d-978a-0514043a0172,Published,No
Ashok lighting the lamp of hope,India Story Project,2026-07-17 07:00:54,Maharashtra,Heritage,28cbdd51-626c-443b-aaa3-24522eaf2f10,Published,No
Amma or Annapurna?,India Story Project,2026-07-17 06:59:18,Tamil Nadu,Heritage,c43d0172-af1e-4e3b-9958-83f7862cf807,Published,No
